price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type,price_crore
16500000,ready to move,2223,7422,4 bhk apartment in dlf regal gardens,sector 90,ssg builders developers,FALSE,4,dlf regal gardens,dlf,apartment,0.0165
17900000,under construction,2844,6293,3 bhk independent floor in dlf 3,dlf phase 3,karshni group,FALSE,3,dlf 3,dlf,floor,0.0179
22000000,ready to move,2700,8148,3 bhk independent floor in sushant lok 1,sushant lok i,karshni group,FALSE,3,sushant lok 1,sushant,floor,0.022
16500000,ready to move,2340,7051,3 bhk independent floor in sushant lok 1 c block,sushant lok i,karshni group,FALSE,3,sushant lok 1 c block,sushant,floor,0.0165
26000000,ready to move,2970,8754,4 bhk independent floor in dlf phase 2 l block,gurgaon road,home,FALSE,4,dlf phase 2 l block,dlf,floor,0.026
9500000,ready to move,1800,5277,2 bhk independent floor,sector 52,property in gurgaon,FALSE,2,outside socity,outside,plot,0.0095
14500000,ready to move,2000,7250,3 bhk independent floor,sushant lok i,properties for sale in gurgaon,FALSE,3,outside socity,outside,plot,0.0145
9754000,under construction,1478,6600,2 bhk apartment in m3m natura,sector 68,tirupati associates,TRUE,2,m3m natura,m3m,apartment,0.009754
7985000,under construction,1248,6399,2 bhk apartment in m3m sierra 68,sector 68,gurugram properties,TRUE,2,m3m sierra 68,m3m,apartment,0.007985
7832000,under construction,1224,6399,2 bhk apartment in m3m sierra 68,sector 68,gurugram properties,TRUE,2,m3m sierra 68,m3m,apartment,0.007832
7800000,under construction,1219,6399,2 bhk apartment in m3m sierra 68,sector 68,realtime realtors,TRUE,2,m3m sierra 68,m3m,apartment,0.0078
9605000,under construction,1478,6499,2 bhk apartment in m3m sierra 68,sector 68,realtime realtors,TRUE,2,m3m sierra 68,m3m,apartment,0.009605
7811000,under construction,1202,6499,2 bhk apartment in m3m sierra 68,sector 68,realtime realtors,TRUE,2,m3m sierra 68,m3m,apartment,0.007811
7672000,under construction,1199,6399,2 bhk apartment in m3m sierra 68,sector 68,realtime realtors,TRUE,2,m3m sierra 68,m3m,apartment,0.007672
7659000,under construction,1197,6399,2 bhk apartment in m3m sierra 68,sector 68,realtime realtors,TRUE,2,m3m sierra 68,m3m,apartment,0.007659
15000000,ready to move,1930,7772,3 bhk apartment in dlf the ultima,sector 81,realtime realtors,FALSE,3,dlf the ultima,dlf,apartment,0.015
14800000,under construction,2000,7400,3 bhk apartment in m3m skywalk,sector 74,realtime realtors,TRUE,3,m3m skywalk,m3m,apartment,0.0148
10400000,under construction,1406,7400,2 bhk apartment in m3m skywalk,sector 74,realtime realtors,TRUE,2,m3m skywalk,m3m,apartment,0.0104
10400000,under construction,1415,7400,2 bhk apartment in m3m skywalk,sector 74,realtime realtors,TRUE,2,m3m skywalk,m3m,apartment,0.0104
10500000,under construction,1424,7400,2 bhk apartment in m3m skywalk,sector 74,realtime realtors,TRUE,2,m3m skywalk,m3m,apartment,0.0105
13300000,under construction,1900,7050,3 bhk apartment in m3m marina,sector 68,realtime realtors,TRUE,3,m3m mar,m3m,apartment,0.0133
13400000,under construction,1914,7050,3 bhk apartment in m3m marina,sector 68,realtime realtors,TRUE,3,m3m mar,m3m,apartment,0.0134
11600000,under construction,1650,7050,3 bhk apartment in m3m marina,sector 68,realtime realtors,TRUE,3,m3m mar,m3m,apartment,0.0116
10900000,under construction,1550,7050,3 bhk apartment in m3m marina,sector 68,realtime realtors,TRUE,3,m3m mar,m3m,apartment,0.0109
11200000,under construction,1595,7050,3 bhk apartment in m3m marina,sector 68,home,TRUE,3,m3m mar,m3m,apartment,0.0112
1970000,ready to move,463,4254,1 bhk apartment in avl 36,sector 36a,property in gurgaon,FALSE,1,avl 36,avl,apartment,0.00197
2253000,under construction,563,4003,2 bhk apartment in gls south avenue,sector 92,properties for sale in gurgaon,TRUE,2,gls south avenue,gls,apartment,0.002253
2291000,under construction,573,4006,2 bhk apartment in gls south avenue,sector 92,realtime realtors,TRUE,2,gls south avenue,gls,apartment,0.002291
1985000,ready to move,584,3400,2 bhk apartment in pivotal devaan,sector 84,gls consultants,FALSE,2,pivotal devaan,pivotal,apartment,0.001985
1982000,ready to move,583,3400,2 bhk apartment in pivotal devaan,sector 84,gls consultants,FALSE,2,pivotal devaan,pivotal,apartment,0.001982
14300000,ready to move,1335,10722,3 bhk apartment in godrej oasis,sector 88a,gls consultants,FALSE,3,godrej oasis,godrej,apartment,0.0143
14500000,ready to move,2475,5858,4 bhk apartment in bestech park view sanskruti,sector 92,gls consultants,FALSE,4,bestech park view sanskruti,bestech,apartment,0.0145
13700000,ready to move,2325,5892,4 bhk apartment in bestech park view sanskruti,sector 92,gls consultants,FALSE,4,bestech park view sanskruti,bestech,apartment,0.0137
12500000,ready to move,2120,5896,3 bhk apartment in bestech park view sanskruti,sector 92,winworld realty services,FALSE,3,bestech park view sanskruti,bestech,apartment,0.0125
11500000,ready to move,1920,5989,3 bhk apartment in bestech park view sanskruti,sector 92,winworld realty services,FALSE,3,bestech park view sanskruti,bestech,apartment,0.0115
11700000,ready to move,1995,5864,3 bhk apartment in bestech park view sanskruti,sector 92,winworld realty services,FALSE,3,bestech park view sanskruti,bestech,apartment,0.0117
8735000,under construction,1500,5823,2 bhk apartment in godrej aria,sector 79,winworld realty services,TRUE,2,godrej aria,godrej,apartment,0.008735
8700000,under construction,1494,5823,2 bhk apartment in godrej aria,sector 79,winworld realty services,TRUE,2,godrej aria,godrej,apartment,0.0087
12400000,under construction,2289,5460,3 bhk apartment in godrej aria,sector 79,winworld realty services,TRUE,3,godrej aria,godrej,apartment,0.0124
7000000,under construction,1351,5181,2 bhk apartment in godrej aria,sector 79,winworld realty services,TRUE,2,godrej aria,godrej,apartment,0.007
10200000,under construction,1983,5143,3 bhk apartment in godrej aria,sector 79,winworld realty services,TRUE,3,godrej aria,godrej,apartment,0.0102
9200000,under construction,1503,6121,2 bhk apartment in godrej aria,sector 79,winworld realty services,TRUE,2,godrej aria,godrej,apartment,0.0092
2367000,under construction,592,4005,2 bhk apartment in pyramid elite,sector 86,winworld realty services,TRUE,2,pyramid elite,pyramid,apartment,0.002367
2294000,under construction,574,4003,2 bhk apartment in pyramid elite,sector 86,winworld realty services,TRUE,2,pyramid elite,pyramid,apartment,0.002294
2325000,under construction,581,4002,2 bhk apartment in pyramid elite,sector 86,home,TRUE,2,pyramid elite,pyramid,apartment,0.002325
2289000,under construction,572,4001,2 bhk apartment in pyramid elite,sector 86,property in gurgaon,TRUE,2,pyramid elite,pyramid,apartment,0.002289
2414000,under construction,591,4085,2 bhk apartment in pyramid heights,sector 85,properties for sale in gurgaon,TRUE,2,pyramid heights,pyramid,apartment,0.002414
2372000,under construction,581,4089,2 bhk apartment in pyramid heights,sector 85,the jannat homes,TRUE,2,pyramid heights,pyramid,apartment,0.002372
2152000,under construction,526,4100,2 bhk apartment in pyramid heights,sector 85,the jannat homes,TRUE,2,pyramid heights,pyramid,apartment,0.002152
2444000,under construction,599,4087,2 bhk apartment in pyramid heights,sector 85,the jannat homes,TRUE,2,pyramid heights,pyramid,apartment,0.002444
1485000,under construction,359,4148,1 bhk apartment in pyramid heights,sector 85,the jannat homes,TRUE,1,pyramid heights,pyramid,apartment,0.001485
1280000,under construction,308,4171,1 bhk apartment in pyramid heights,sector 85,the jannat homes,TRUE,1,pyramid heights,pyramid,apartment,0.00128
2363000,under construction,578,4088,2 bhk apartment in pyramid heights,sector 85,the jannat homes,TRUE,2,pyramid heights,pyramid,apartment,0.002363
9691000,ready to move,1491,6500,2 bhk apartment in godrej 101,sector 79,the jannat homes,FALSE,2,godrej 101,godrej,apartment,0.009691
10100000,ready to move,1559,6500,2 bhk apartment in godrej 101,sector 79,the jannat homes,FALSE,2,godrej 101,godrej,apartment,0.0101
9425000,ready to move,1450,6500,2 bhk apartment in godrej 101,sector 79,the jannat homes,FALSE,2,godrej 101,godrej,apartment,0.009425
8989000,ready to move,1383,6500,2 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,2,godrej 101,godrej,apartment,0.008989
14900000,ready to move,2300,6500,3 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,3,godrej 101,godrej,apartment,0.0149
14700000,ready to move,2262,6500,3 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,3,godrej 101,godrej,apartment,0.0147
10200000,ready to move,1572,6500,2 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,2,godrej 101,godrej,apartment,0.0102
9782000,ready to move,1505,6500,2 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,2,godrej 101,godrej,apartment,0.009782
10000000,ready to move,1541,6500,2 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,2,godrej 101,godrej,apartment,0.01
15300000,ready to move,2366,6500,3 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,3,godrej 101,godrej,apartment,0.0153
13600000,ready to move,2100,6500,3 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,3,godrej 101,godrej,apartment,0.0136
8775000,ready to move,1350,6500,2 bhk apartment in godrej 101,sector 79,home,FALSE,2,godrej 101,godrej,apartment,0.008775
14500000,ready to move,2244,6500,3 bhk apartment in godrej 101,sector 79,property in gurgaon,FALSE,3,godrej 101,godrej,apartment,0.0145
10000000,ready to move,1550,6500,2 bhk apartment in godrej 101,sector 79,properties for sale in gurgaon,FALSE,2,godrej 101,godrej,apartment,0.01
9555000,ready to move,1470,6500,2 bhk apartment in godrej 101,sector 79,winworld realty services,FALSE,2,godrej 101,godrej,apartment,0.009555
7802000,ready to move,775,10068,2 bhk apartment in godrej oasis,sector 88a,winworld realty services,FALSE,2,godrej oasis,godrej,apartment,0.007802
12800000,ready to move,1195,10724,3 bhk apartment in godrej oasis,sector 88a,winworld realty services,FALSE,3,godrej oasis,godrej,apartment,0.0128
11100000,ready to move,1076,10319,3 bhk apartment in godrej oasis,sector 88a,winworld realty services,FALSE,3,godrej oasis,godrej,apartment,0.0111
8802000,ready to move,786,11213,2 bhk apartment in godrej oasis,sector 88a,winworld realty services,FALSE,2,godrej oasis,godrej,apartment,0.008802
9003000,ready to move,872,10336,2 bhk apartment in godrej oasis,sector 88a,winworld realty services,FALSE,2,godrej oasis,godrej,apartment,0.009003
16300000,under construction,2050,7951,3 bhk apartment in godrej habitat,sector 3,winworld realty services,TRUE,3,godrej habitat,godrej,apartment,0.0163
16000000,ready to move,1705,9384,3 bhk apartment in tata raisina residency,sector 59,winworld realty services,FALSE,3,tata rais,tata,apartment,0.016
28000000,ready to move,3375,8296,4 bhk apartment in tata raisina residency,sector 59,karshni group,FALSE,4,tata rais,tata,apartment,0.028
28000000,ready to move,3375,8296,4 bhk apartment in tata raisina residency,sector 59,sairabh ventures pvt ltd,FALSE,4,tata rais,tata,apartment,0.028
30000000,ready to move,3829,7834,4 bhk apartment in tata raisina residency,sector 59,sairabh ventures pvt ltd,FALSE,4,tata rais,tata,apartment,0.03
24000000,ready to move,2910,8247,3 bhk apartment in tata raisina residency,sector 59,sairabh ventures pvt ltd,FALSE,3,tata rais,tata,apartment,0.024
20000000,ready to move,2319,8624,3 bhk apartment in tata raisina residency,sector 59,sairabh ventures pvt ltd,FALSE,3,tata rais,tata,apartment,0.02
18100000,under construction,1855,9757,3 bhk apartment in godrej meridien,sector 106,home,TRUE,3,godrej meridien,godrej,apartment,0.0181
14800000,under construction,2000,7400,3 bhk apartment in m3m skywalk,sector 74,property in gurgaon,TRUE,3,m3m skywalk,m3m,apartment,0.0148
15000000,under construction,2032,7400,3 bhk apartment in m3m skywalk,sector 74,properties for sale in gurgaon,TRUE,3,m3m skywalk,m3m,apartment,0.015
10400000,under construction,1406,7400,2 bhk apartment in m3m skywalk,sector 74,karshni group,TRUE,2,m3m skywalk,m3m,apartment,0.0104
12400000,under construction,1682,7400,2 bhk apartment in m3m skywalk,sector 74,realty shopee,TRUE,2,m3m skywalk,m3m,apartment,0.0124
10400000,under construction,1415,7400,2 bhk apartment in m3m skywalk,sector 74,realty shopee,TRUE,2,m3m skywalk,m3m,apartment,0.0104
14900000,under construction,2018,7400,3 bhk apartment in m3m skywalk,sector 74,realty shopee,TRUE,3,m3m skywalk,m3m,apartment,0.0149
10500000,under construction,1424,7400,2 bhk apartment in m3m skywalk,sector 74,realty shopee,TRUE,2,m3m skywalk,m3m,apartment,0.0105
21200000,ready to move,1967,10800,3 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,3,ireo the corridors,ireo,apartment,0.0212
17200000,ready to move,1632,10600,2 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,2,ireo the corridors,ireo,apartment,0.0172
23000000,ready to move,2134,10800,3 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,3,ireo the corridors,ireo,apartment,0.023
25900000,ready to move,2404,10800,3 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,3,ireo the corridors,ireo,apartment,0.0259
26000000,ready to move,2416,10800,3 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,3,ireo the corridors,ireo,apartment,0.026
30400000,ready to move,2734,11150,4 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,4,ireo the corridors,ireo,apartment,0.0304
31800000,ready to move,2857,11150,4 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,4,ireo the corridors,ireo,apartment,0.0318
20600000,ready to move,1910,10800,3 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,3,ireo the corridors,ireo,apartment,0.0206
13700000,ready to move,1300,10600,2 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,2,ireo the corridors,ireo,apartment,0.0137
13700000,ready to move,1296,10600,2 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,2,ireo the corridors,ireo,apartment,0.0137
16200000,ready to move,1530,10600,2 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,2,ireo the corridors,ireo,apartment,0.0162
14300000,ready to move,1350,10600,2 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,2,ireo the corridors,ireo,apartment,0.0143
20000000,ready to move,1852,10800,3 bhk apartment in ireo the corridors,sector 67,home,FALSE,3,ireo the corridors,ireo,apartment,0.02
23900000,ready to move,2213,10800,3 bhk apartment in ireo the corridors,sector 67,property in gurgaon,FALSE,3,ireo the corridors,ireo,apartment,0.0239
15700000,ready to move,1484,10600,2 bhk apartment in ireo the corridors,sector 67,properties for sale in gurgaon,FALSE,2,ireo the corridors,ireo,apartment,0.0157
18600000,ready to move,1727,10800,3 bhk apartment in ireo the corridors,sector 67,realty shopee,FALSE,3,ireo the corridors,ireo,apartment,0.0186
