price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type,price_crore
27800000,under construction,1432,19481,3 bhk apartment in conscient hines elevate,sector 59,timesinfra realtor llp,TRUE,3,conscient h,conscient,apartment,0.0278
41100000,ready to move,1624,25369,3 bhk apartment in mahindra luminare phase 2,sector 59,timesinfra realtor llp,FALSE,3,mah,mah,apartment,0.0411
44800000,ready to move,1534,29269,3 bhk apartment in mahindra luminare phase 2,sector 59,home,FALSE,3,mah,mah,apartment,0.0448
35000000,under construction,2549,13731,3 bhk apartment in birla navya gurugram,sector 63,properties for sale in gurgaon,TRUE,3,birla navya gurugram,birla,apartment,0.035
35000000,under construction,2549,13731,3 bhk apartment in birla navya gurugram,sector 63,timesinfra realtor llp,TRUE,3,birla navya gurugram,birla,apartment,0.035
43700000,under construction,2147,20381,3 bhk apartment in birla navya gurugram,sector 63,timesinfra realtor llp,TRUE,3,birla navya gurugram,birla,apartment,0.0437
28000000,under construction,1374,20381,3 bhk apartment in birla navya gurugram,sector 63,timesinfra realtor llp,TRUE,3,birla navya gurugram,birla,apartment,0.028
28200000,under construction,1388,20381,3 bhk apartment in birla navya gurugram,sector 63,timesinfra realtor llp,TRUE,3,birla navya gurugram,birla,apartment,0.0282
25700000,under construction,1261,20381,3 bhk apartment in birla navya gurugram,sector 63,timesinfra realtor llp,TRUE,3,birla navya gurugram,birla,apartment,0.0257
51300000,under construction,2520,20381,3 bhk apartment in birla navya gurugram,sector 63,timesinfra realtor llp,TRUE,3,birla navya gurugram,birla,apartment,0.0513
43200000,under construction,2124,20381,3 bhk apartment in birla navya gurugram,sector 63,timesinfra realtor llp,TRUE,3,birla navya gurugram,birla,apartment,0.0432
27200000,under construction,1336,20381,3 bhk apartment in birla navya gurugram,sector 63,timesinfra realtor llp,TRUE,3,birla navya gurugram,birla,apartment,0.0272
11900000,under construction,1704,7000,3 bhk apartment in tulip yellow,sector 69,timesinfra realtor llp,TRUE,3,tulip yellow,tulip,apartment,0.0119
24500000,under construction,1800,13611,3 bhk apartment in adani brahma samsara vilasa,sector 63,timesinfra realtor llp,TRUE,3,adani brahma samsara vilasa,adani,apartment,0.0245
38400000,under construction,2740,14014,4 bhk apartment in adani brahma samsara vilasa,sector 63,home,TRUE,4,adani brahma samsara vilasa,adani,apartment,0.0384
20200000,new,2700,7500,residential plot in st patricks central park flower valley phase ii,sector 33,property in gurgaon,TRUE,0,st patricks central park flower valley phase ii,st,plot,0.0202
16800000,new,2250,7500,residential plot in st patricks central park flower valley phase ii,sector 33,properties for sale in gurgaon,TRUE,0,st patricks central park flower valley phase ii,st,plot,0.0168
12100000,new,1620,7500,residential plot in st patricks central park flower valley phase ii,sector 33,timesinfra realtor llp,TRUE,0,st patricks central park flower valley phase ii,st,plot,0.0121
52400000,new,6297,8333,residential plot in dlf alameda,sector 73,timesinfra realtor llp,FALSE,0,dlf alameda,dlf,plot,0.0524
40300000,new,4844,8333,residential plot in dlf alameda,sector 73,timesinfra realtor llp,FALSE,0,dlf alameda,dlf,plot,0.0403
53800000,new,6458,8333,residential plot in dlf alameda,sector 73,timesinfra realtor llp,FALSE,0,dlf alameda,dlf,plot,0.0538
74800000,new,8988,8333,residential plot in dlf alameda,sector 73,timesinfra realtor llp,FALSE,0,dlf alameda,dlf,plot,0.0748
54900000,under construction,1766,31143,3 bhk apartment in sobha aranya phase 1,sector 80,timesinfra realtor llp,TRUE,3,sobha aranya phase 1,sobha,apartment,0.0549
61800000,under construction,1983,31181,3 bhk apartment in sobha aranya phase 1,sector 80,timesinfra realtor llp,TRUE,3,sobha aranya phase 1,sobha,apartment,0.0618
74400000,under construction,2392,31158,4 bhk apartment in sobha aranya phase 1,sector 80,timesinfra realtor llp,TRUE,4,sobha aranya phase 1,sobha,apartment,0.0744
34300000,under construction,1862,18474,2 bhk apartment in pioneer advait,sector 50,proptiger,TRUE,2,pioneer advait,pioneer,apartment,0.0343
33000000,under construction,1893,17484,2 bhk apartment in pioneer advait,sector 50,proptiger,TRUE,2,pioneer advait,pioneer,apartment,0.033
45000000,under construction,3000,15000,4 bhk apartment in ganga ganga,sector 85,proptiger,TRUE,4,ganga ganga,ganga,apartment,0.045
36000000,under construction,2400,15000,3 bhk apartment in ganga ganga,sector 85,proptiger,TRUE,3,ganga ganga,ganga,apartment,0.036
34500000,under construction,1657,20821,4 bhk apartment in godrej meridien phase iii,sector 106,proptiger,TRUE,4,godrej meridien phase iii,godrej,apartment,0.0345
50000000,under construction,2500,20000,3 bhk apartment in max antara,sector 36a,proptiger,TRUE,3,max antara,max,apartment,0.05
16900000,under construction,817,20800,2 bhk apartment in godrej meridien phase iii,sector 106,proptiger,TRUE,2,godrej meridien phase iii,godrej,apartment,0.0169
62000000,under construction,3100,20000,3 bhk apartment in max antara,sector 36a,proptiger,TRUE,3,max antara,max,apartment,0.062
52000000,under construction,2600,20000,3 bhk apartment in max antara,sector 36a,proptiger,TRUE,3,max antara,max,apartment,0.052
50000000,under construction,2500,20000,3 bhk apartment in max antara,sector 36a,home,TRUE,3,max antara,max,apartment,0.05
16900000,under construction,817,20800,2 bhk apartment in godrej meridien phase iii,sector 106,property in gurgaon,TRUE,2,godrej meridien phase iii,godrej,apartment,0.0169
62000000,under construction,3100,20000,3 bhk apartment in max antara,sector 36a,properties for sale in gurgaon,TRUE,3,max antara,max,apartment,0.062
79100000,under construction,2540,31154,4 bhk apartment in sobha aranya phase 1,sector 80,proptiger,TRUE,4,sobha aranya phase 1,sobha,apartment,0.0791
66200000,under construction,2127,31140,4 bhk apartment in sobha aranya phase 1,sector 80,proptiger,TRUE,4,sobha aranya phase 1,sobha,apartment,0.0662
66100000,under construction,2126,31138,4 bhk apartment in sobha aranya phase 1,sector 80,proptiger,TRUE,4,sobha aranya phase 1,sobha,apartment,0.0661
66600000,under construction,2152,31008,4 bhk apartment in sobha aranya phase 1,sector 80,proptiger,TRUE,4,sobha aranya phase 1,sobha,apartment,0.0666
79400000,ready to move,2785,28510,3 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,3,pioneer park presidia,pioneer,apartment,0.0794
966200000,ready to move,13000,74323,5 bhk apartment in dlf camellias,sector 42,proptiger,FALSE,5,dlf camellias,dlf,apartment,0.9662
700000000,ready to move,9419,74323,5 bhk apartment in dlf camellias,sector 42,proptiger,FALSE,5,dlf camellias,dlf,apartment,0.7
117200000,ready to move,4111,28532,5 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,5,pioneer park presidia,pioneer,apartment,0.1172
37600000,under construction,1795,21000,3 bhk apartment in m3m m3m crown,sector 111,proptiger,TRUE,3,m3m m3m crown,m3m,apartment,0.0376
26500000,ready to move,2650,10000,3 bhk apartment in vatika sovereign next,sector 82a,proptiger,FALSE,3,vatika sovereign next,vatika,apartment,0.0265
66900000,ready to move,2235,29941,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0669
47200000,under construction,2248,21000,4 bhk apartment in m3m m3m crown,sector 111,proptiger,TRUE,4,m3m m3m crown,m3m,apartment,0.0472
30600000,ready to move,3065,10000,3 bhk apartment in vatika sovereign next,sector 82a,proptiger,FALSE,3,vatika sovereign next,vatika,apartment,0.0306
55500000,ready to move,1983,28000,3 bhk apartment in dlf park place,sector 54,proptiger,FALSE,3,dlf park place,dlf,apartment,0.0555
42300000,ready to move,1418,29880,2 bhk apartment in central park resorts,sector 48,proptiger,FALSE,2,central park resorts,central,apartment,0.0423
32600000,under construction,1555,21000,3 bhk apartment in m3m m3m crown,sector 111,proptiger,TRUE,3,m3m m3m crown,m3m,apartment,0.0326
52700000,under construction,2510,21000,4 bhk apartment in m3m m3m crown,sector 111,home,TRUE,4,m3m m3m crown,m3m,apartment,0.0527
50000000,ready to move,1676,29881,2 bhk apartment in central park resorts,sector 48,property in gurgaon,FALSE,2,central park resorts,central,apartment,0.05
55500000,ready to move,1985,28000,2 bhk apartment in dlf park place,sector 54,properties for sale in gurgaon,FALSE,2,dlf park place,dlf,apartment,0.0555
142200000,ready to move,4615,30816,4 bhk apartment in central park resorts,sector 48,proptiger,FALSE,4,central park resorts,central,apartment,0.1422
73300000,ready to move,2450,29940,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0733
71400000,ready to move,2550,28000,4 bhk apartment in dlf park place,sector 54,proptiger,FALSE,4,dlf park place,dlf,apartment,0.0714
81400000,ready to move,2719,29940,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0814
53900000,under construction,3268,16500,4 bhk apartment in dlf dlf imperial residences,sector 24,proptiger,TRUE,4,dlf dlf imperial residences,dlf,apartment,0.0539
37500000,ready to move,1255,29881,2 bhk apartment in central park resorts,sector 48,proptiger,FALSE,2,central park resorts,central,apartment,0.0375
65200000,ready to move,2329,28000,3 bhk apartment in dlf park place,sector 54,proptiger,FALSE,3,dlf park place,dlf,apartment,0.0652
74200000,under construction,4500,16500,4 bhk apartment in dlf dlf imperial residences,sector 24,proptiger,TRUE,4,dlf dlf imperial residences,dlf,apartment,0.0742
73700000,ready to move,2464,29941,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0737
74900000,ready to move,2677,28000,4 bhk apartment in dlf park place,sector 54,proptiger,FALSE,4,dlf park place,dlf,apartment,0.0749
45000000,under construction,2422,18579,4 bhk apartment in dlf dlf independent floors at dlf city phase i and iii,dlf phase 3,proptiger,TRUE,4,dlf dlf independent floors at dlf city phase i and iii,dlf,apartment,0.045
121100000,ready to move,3931,30816,4 bhk apartment in central park resorts,sector 48,proptiger,FALSE,4,central park resorts,central,apartment,0.1211
117100000,ready to move,3800,30816,4 bhk apartment in central park resorts,sector 48,proptiger,FALSE,4,central park resorts,central,apartment,0.1171
62800000,ready to move,2685,23391,3 bhk apartment in suncity platinum towers,sector 28,proptiger,FALSE,3,suncity plat,suncity,apartment,0.0628
53900000,ready to move,2300,23435,2 bhk apartment in suncity platinum towers,sector 28,proptiger,FALSE,2,suncity plat,suncity,apartment,0.0539
73600000,ready to move,3150,23390,4 bhk apartment in suncity platinum towers,sector 28,proptiger,FALSE,4,suncity plat,suncity,apartment,0.0736
44900000,under construction,1347,33407,4 bhk apartment in dlf independent floors at dlf city phase iii,dlf phase 3,proptiger,TRUE,4,dlf independent floors at dlf city phase iii,dlf,apartment,0.0449
79900000,under construction,3978,20110,4 bhk apartment in dlf the arbour,sector 63,home,TRUE,4,dlf the arbour,dlf,apartment,0.0799
126700000,ready to move,5761,22000,5 bhk apartment in pioneer araya,sector 62,property in gurgaon,FALSE,5,pioneer araya,pioneer,apartment,0.1267
70000000,under construction,3950,17722,4 bhk apartment in dlf the arbour,sector 63,properties for sale in gurgaon,TRUE,4,dlf the arbour,dlf,apartment,0.07
283200000,ready to move,6000,47202,4 bhk apartment in dlf the aralias,sector 42,proptiger,FALSE,4,dlf the aralias,dlf,apartment,0.2832
68900000,ready to move,2420,28512,3 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,3,pioneer park presidia,pioneer,apartment,0.0689
103100000,ready to move,4690,22000,4 bhk apartment in pioneer araya,sector 62,proptiger,FALSE,4,pioneer araya,pioneer,apartment,0.1031
32600000,under construction,1664,19600,4 bhk apartment in adani samsara avasa,sector 63,proptiger,TRUE,4,adani samsara avasa,adani,apartment,0.0326
27800000,ready to move,2226,12500,3 bhk apartment in anant raj the estate floors,sector 63,proptiger,FALSE,3,anant raj the estate floors,anant,apartment,0.0278
549900000,ready to move,7400,74323,4 bhk apartment in dlf camellias,sector 42,proptiger,FALSE,4,dlf camellias,dlf,apartment,0.5499
84800000,ready to move,3858,22000,3 bhk apartment in pioneer araya,sector 62,proptiger,FALSE,3,pioneer araya,pioneer,apartment,0.0848
94100000,ready to move,4279,22000,4 bhk apartment in pioneer araya,sector 62,proptiger,FALSE,4,pioneer araya,pioneer,apartment,0.0941
276800000,ready to move,5866,47203,5 bhk apartment in dlf the aralias,sector 42,proptiger,FALSE,5,dlf the aralias,dlf,apartment,0.2768
26700000,under construction,1367,19600,4 bhk apartment in adani samsara avasa,sector 63,proptiger,TRUE,4,adani samsara avasa,adani,apartment,0.0267
116800000,ready to move,5310,22000,4 bhk apartment in pioneer araya,sector 62,proptiger,FALSE,4,pioneer araya,pioneer,apartment,0.1168
168800000,ready to move,7673,22000,4 bhk apartment in pioneer araya,sector 62,proptiger,FALSE,4,pioneer araya,pioneer,apartment,0.1688
35600000,under construction,1820,19600,4 bhk apartment in adani samsara avasa,sector 63,proptiger,TRUE,4,adani samsara avasa,adani,apartment,0.0356
101400000,ready to move,4613,22000,4 bhk apartment in pioneer araya,sector 62,proptiger,FALSE,4,pioneer araya,pioneer,apartment,0.1014
31000000,ready to move,2484,12500,3 bhk apartment in anant raj the estate floors,sector 63,proptiger,FALSE,3,anant raj the estate floors,anant,apartment,0.031
220400000,ready to move,10019,22000,5 bhk apartment in pioneer araya,sector 62,proptiger,FALSE,5,pioneer araya,pioneer,apartment,0.2204
274900000,ready to move,5825,47202,4 bhk apartment in dlf the aralias,sector 42,proptiger,FALSE,4,dlf the aralias,dlf,apartment,0.2749
76800000,ready to move,2695,28533,3 bhk apartment in pioneer park presidia,sector 62,home,FALSE,3,pioneer park presidia,pioneer,apartment,0.0768
78100000,ready to move,2900,26950,4 bhk apartment in dlf the belaire,sector 54,property in gurgaon,FALSE,4,dlf the belaire,dlf,apartment,0.0781
59200000,under construction,1624,36491,3 bhk apartment in mahindra luminare phase 3 tower b,sector 59,properties for sale in gurgaon,TRUE,3,mah,mah,apartment,0.0592
69600000,ready to move,2440,28525,3 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,3,pioneer park presidia,pioneer,apartment,0.0696
109700000,ready to move,4072,26950,4 bhk apartment in dlf the belaire,sector 54,proptiger,FALSE,4,dlf the belaire,dlf,apartment,0.1097
127800000,ready to move,4480,28527,4 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,4,pioneer park presidia,pioneer,apartment,0.1278
142500000,ready to move,4995,28528,4 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,4,pioneer park presidia,pioneer,apartment,0.1425
80800000,ready to move,3000,26950,3 bhk apartment in dlf the belaire,sector 54,proptiger,FALSE,3,dlf the belaire,dlf,apartment,0.0808
142100000,ready to move,4983,28516,4 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,4,pioneer park presidia,pioneer,apartment,0.1421
63800000,ready to move,2282,28000,3 bhk apartment in dlf park place,sector 54,proptiger,FALSE,3,dlf park place,dlf,apartment,0.0638
84900000,ready to move,2838,29941,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0849
79200000,ready to move,2647,29940,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0792
88500000,ready to move,3104,28512,4 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,4,pioneer park presidia,pioneer,apartment,0.0885
60200000,ready to move,2150,28000,3 bhk apartment in dlf park place,sector 54,proptiger,FALSE,3,dlf park place,dlf,apartment,0.0602
79300000,ready to move,2650,29940,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0793
73900000,ready to move,2590,28533,3 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,3,pioneer park presidia,pioneer,apartment,0.0739
76100000,ready to move,2721,28000,4 bhk apartment in dlf park place,sector 54,proptiger,FALSE,4,dlf park place,dlf,apartment,0.0761
58600000,ready to move,1960,29941,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0586
104900000,ready to move,3677,28529,4 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,4,pioneer park presidia,pioneer,apartment,0.1049
103700000,ready to move,3464,29941,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.1037
935200000,ready to move,12584,74323,5 bhk apartment in dlf camellias,sector 42,home,FALSE,5,dlf camellias,dlf,apartment,0.9352
45800000,under construction,1371,33406,4 bhk apartment in dlf independent floors at dlf city phase i and iii,dlf phase 3,property in gurgaon,TRUE,4,dlf independent floors at dlf city phase i and iii,dlf,apartment,0.0458
33300000,ready to move,2670,12500,3 bhk apartment in anant raj the estate floors,sector 63,properties for sale in gurgaon,FALSE,3,anant raj the estate floors,anant,apartment,0.0333
40900000,under construction,2089,19600,4 bhk apartment in adani samsara avasa,sector 63,proptiger,TRUE,4,adani samsara avasa,adani,apartment,0.0409
77200000,ready to move,2867,26949,4 bhk apartment in dlf the belaire,sector 54,proptiger,FALSE,4,dlf the belaire,dlf,apartment,0.0772
129200000,ready to move,4530,28520,5 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,5,pioneer park presidia,pioneer,apartment,0.1292
85300000,ready to move,2995,28514,4 bhk apartment in pioneer park presidia,sector 62,proptiger,FALSE,4,pioneer park presidia,pioneer,apartment,0.0853
52700000,under construction,2510,21000,4 bhk apartment in m3m m3m crown,sector 111,proptiger,TRUE,4,m3m m3m crown,m3m,apartment,0.0527
1226300000,ready to move,16500,74323,6 bhk apartment in dlf camellias,sector 42,home,FALSE,6,dlf camellias,dlf,apartment,1.2263
79900000,under construction,3978,20110,4 bhk apartment in dlf the arbour,sector 63,property in gurgaon,TRUE,4,dlf the arbour,dlf,apartment,0.0799
126700000,ready to move,5761,22000,5 bhk apartment in pioneer araya,sector 62,properties for sale in gurgaon,FALSE,5,pioneer araya,pioneer,apartment,0.1267
70000000,under construction,3950,17722,4 bhk apartment in dlf the arbour,sector 63,proptiger,TRUE,4,dlf the arbour,dlf,apartment,0.07
59200000,under construction,1624,36491,3 bhk apartment in mahindra luminare phase 3 tower b,sector 59,home,TRUE,3,mah,mah,apartment,0.0592
69600000,ready to move,2440,28525,3 bhk apartment in pioneer park presidia,sector 62,property in gurgaon,FALSE,3,pioneer park presidia,pioneer,apartment,0.0696
109700000,ready to move,4072,26950,4 bhk apartment in dlf the belaire,sector 54,properties for sale in gurgaon,FALSE,4,dlf the belaire,dlf,apartment,0.1097
55300000,ready to move,1975,28000,3 bhk apartment in dlf park place,sector 54,proptiger,FALSE,3,dlf park place,dlf,apartment,0.0553
50800000,ready to move,1700,29941,3 bhk apartment in central park resorts,sector 48,proptiger,FALSE,3,central park resorts,central,apartment,0.0508
113100000,ready to move,4200,26950,4 bhk apartment in dlf the belaire,sector 54,home,FALSE,4,dlf the belaire,dlf,apartment,0.1131
935200000,ready to move,12584,74323,5 bhk apartment in dlf camellias,sector 42,property in gurgaon,FALSE,5,dlf camellias,dlf,apartment,0.9352
45800000,under construction,1371,33406,4 bhk apartment in dlf independent floors at dlf city phase i and iii,dlf phase 3,properties for sale in gurgaon,TRUE,4,dlf independent floors at dlf city phase i and iii,dlf,apartment,0.0458
33300000,ready to move,2670,12500,3 bhk apartment in anant raj the estate floors,sector 63,proptiger,FALSE,3,anant raj the estate floors,anant,apartment,0.0333
160000000,ready to move,10000,16000,5 bhk apartment in paras quartier,gwal pahari,proptiger,FALSE,5,paras quartier,paras,apartment,0.16
80000000,ready to move,5000,16000,4 bhk apartment in paras quartier,gwal pahari,proptiger,FALSE,4,paras quartier,paras,apartment,0.08
64800000,ready to move,4400,14728,4 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,4,ss the hibiscus,ss,apartment,0.0648
64500000,ready to move,4380,14728,4 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,4,ss the hibiscus,ss,apartment,0.0645
64100000,ready to move,4358,14728,4 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,4,ss the hibiscus,ss,apartment,0.0641
77400000,ready to move,5260,14728,4 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,4,ss the hibiscus,ss,apartment,0.0774
54700000,ready to move,3720,14728,3 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,3,ss the hibiscus,ss,apartment,0.0547
56800000,ready to move,3860,14728,3 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,3,ss the hibiscus,ss,apartment,0.0568
54000000,ready to move,3672,14728,3 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,3,ss the hibiscus,ss,apartment,0.054
54000000,ready to move,3670,14728,3 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,3,ss the hibiscus,ss,apartment,0.054
70300000,ready to move,4779,14728,4 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,4,ss the hibiscus,ss,apartment,0.0703
70300000,ready to move,4774,14728,4 bhk apartment in ss the hibiscus,sector 50,proptiger,FALSE,4,ss the hibiscus,ss,apartment,0.0703
63600000,ready to move,4319,14728,4 bhk apartment in ss the hibiscus,sector 50,home,FALSE,4,ss the hibiscus,ss,apartment,0.0636
63400000,ready to move,4307,14728,4 bhk apartment in ss the hibiscus,sector 50,property in gurgaon,FALSE,4,ss the hibiscus,ss,apartment,0.0634
63300000,ready to move,4300,14728,4 bhk apartment in ss the hibiscus,sector 50,properties for sale in gurgaon,FALSE,4,ss the hibiscus,ss,apartment,0.0633
90500000,ready to move,10000,9050,5 bhk apartment in krrish provence estate,gwal pahari,proptiger,FALSE,5,krrish provence estate,krrish,apartment,0.0905
52500000,ready to move,5800,9052,4 bhk apartment in krrish provence estate,gwal pahari,proptiger,FALSE,4,krrish provence estate,krrish,apartment,0.0525
127600000,under construction,3093,41259,4 bhk apartment in dlf the grove,sector 54,proptiger,TRUE,4,dlf the grove,dlf,apartment,0.1276
55900000,under construction,1357,41267,3 bhk apartment in dlf the grove,sector 54,proptiger,TRUE,3,dlf the grove,dlf,apartment,0.0559
82000000,under construction,1988,41274,4 bhk apartment in dlf the grove,sector 54,proptiger,TRUE,4,dlf the grove,dlf,apartment,0.082
34800000,ready to move,2441,14296,2 bhk apartment in experion windchants,sector 112,proptiger,FALSE,2,experion w,experion,apartment,0.0348
53700000,ready to move,3763,14297,3 bhk apartment in experion windchants,sector 112,proptiger,FALSE,3,experion w,experion,apartment,0.0537
69300000,ready to move,4850,14296,4 bhk apartment in experion windchants,sector 112,proptiger,FALSE,4,experion w,experion,apartment,0.0693
40000000,ready to move,2802,14296,3 bhk apartment in experion windchants,sector 112,proptiger,FALSE,3,experion w,experion,apartment,0.04
172100000,ready to move,7650,22496,5 bhk villa in vipul tatvam villas,sector 48,proptiger,FALSE,5,vipul tatvam villas,vipul,villa,0.1721
138300000,ready to move,6150,22504,5 bhk villa in vipul tatvam villas,sector 48,proptiger,FALSE,5,vipul tatvam villas,vipul,villa,0.1383
67500000,ready to move,3000,22500,3 bhk villa in vipul tatvam villas,sector 48,proptiger,FALSE,3,vipul tatvam villas,vipul,villa,0.0675
106800000,ready to move,4750,22505,4 bhk villa in vipul tatvam villas,sector 48,proptiger,FALSE,4,vipul tatvam villas,vipul,villa,0.1068
90000000,ready to move,4000,22500,4 bhk villa in vipul tatvam villas,sector 48,proptiger,FALSE,4,vipul tatvam villas,vipul,villa,0.09
78100000,ready to move,6926,11277,4 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,4,bestech park view grand spa,bestech,apartment,0.0781
79500000,ready to move,7054,11277,4 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,4,bestech park view grand spa,bestech,apartment,0.0795
55600000,ready to move,4935,11277,4 bhk apartment in bestech park view grand spa,sector 81,home,FALSE,4,bestech park view grand spa,bestech,apartment,0.0556
35900000,ready to move,3185,11278,4 bhk apartment in bestech park view grand spa,sector 81,property in gurgaon,FALSE,4,bestech park view grand spa,bestech,apartment,0.0359
65800000,ready to move,5840,11278,5 bhk apartment in bestech park view grand spa,sector 81,properties for sale in gurgaon,FALSE,5,bestech park view grand spa,bestech,apartment,0.0658
50500000,ready to move,4486,11278,4 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,4,bestech park view grand spa,bestech,apartment,0.0505
47500000,ready to move,4220,11278,4 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,4,bestech park view grand spa,bestech,apartment,0.0475
66800000,ready to move,5927,11277,4 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,4,bestech park view grand spa,bestech,apartment,0.0668
75700000,ready to move,6716,11278,4 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,4,bestech park view grand spa,bestech,apartment,0.0757
47300000,ready to move,4200,11278,4 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,4,bestech park view grand spa,bestech,apartment,0.0473
29900000,ready to move,2660,11278,3 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,3,bestech park view grand spa,bestech,apartment,0.0299
39100000,ready to move,3470,11278,4 bhk apartment in bestech park view grand spa,sector 81,proptiger,FALSE,4,bestech park view grand spa,bestech,apartment,0.0391
64300000,under construction,2250,28624,3 bhk apartment in birla navya avik phase 1,sector 63a,proptiger,TRUE,3,birla navya avik phase 1,birla,apartment,0.0643
45700000,under construction,2410,19000,3 bhk apartment in emaar urban oasis,sector 62,proptiger,TRUE,3,emaar urban oasis,emaar,apartment,0.0457
57700000,under construction,3039,19000,4 bhk apartment in emaar urban oasis,sector 62,proptiger,TRUE,4,emaar urban oasis,emaar,apartment,0.0577
42900000,under construction,2262,19000,3 bhk apartment in emaar urban oasis,sector 62,proptiger,TRUE,3,emaar urban oasis,emaar,apartment,0.0429
72200000,under construction,3800,19000,4 bhk apartment in emaar urban oasis,sector 62,proptiger,TRUE,4,emaar urban oasis,emaar,apartment,0.0722
96000000,ready to move,6000,16000,4 bhk apartment in paras quartier,gwal pahari,proptiger,FALSE,4,paras quartier,paras,apartment,0.096
85600000,ready to move,5350,16000,4 bhk apartment in paras quartier,gwal pahari,proptiger,FALSE,4,paras quartier,paras,apartment,0.0856
75000000,ready to move,2268,33069,5 bhk villa in anant raj manor villas,sector 63,proptiger,FALSE,5,anant raj manor villas,anant,villa,0.075
130700000,ready to move,5000,26144,5 bhk villa in anant raj manor villas,sector 63,proptiger,FALSE,5,anant raj manor villas,anant,villa,0.1307
200000000,ready to move,7650,26144,5 bhk villa in anant raj manor villas,sector 63,proptiger,FALSE,5,anant raj manor villas,anant,villa,0.2
145000000,ready to move,5013,28924,5 bhk villa in anant raj manor villas,sector 63,home,FALSE,5,anant raj manor villas,anant,villa,0.145
198200000,ready to move,7582,26144,5 bhk villa in anant raj manor villas,sector 63,property in gurgaon,FALSE,5,anant raj manor villas,anant,villa,0.1982
185900000,ready to move,6428,28925,5 bhk villa in anant raj manor villas,sector 63,properties for sale in gurgaon,FALSE,5,anant raj manor villas,anant,villa,0.1859
143800000,ready to move,4972,28925,5 bhk villa in anant raj manor villas,sector 63,proptiger,FALSE,5,anant raj manor villas,anant,villa,0.1438
90300000,ready to move,4518,20000,4 bhk independent floor in palm floor dlf phase 3,dlf phase 3,proptiger,FALSE,4,palm floor dlf phase 3,palm,floor,0.0903
96600000,ready to move,2499,38683,3 bhk apartment in m3m latitude,sector 65,proptiger,FALSE,3,m3m latitude,m3m,apartment,0.0966
48600000,ready to move,2430,20000,3 bhk apartment in m3m latitude,sector 65,proptiger,FALSE,3,m3m latitude,m3m,apartment,0.0486
47600000,ready to move,2380,20000,3 bhk apartment in m3m latitude,sector 65,proptiger,FALSE,3,m3m latitude,m3m,apartment,0.0476
41400000,ready to move,1481,28000,4 bhk apartment in m3m latitude,sector 65,proptiger,FALSE,4,m3m latitude,m3m,apartment,0.0414
59100000,ready to move,2955,20000,4 bhk apartment in m3m latitude,sector 65,proptiger,FALSE,4,m3m latitude,m3m,apartment,0.0591
59600000,ready to move,2982,20000,3 bhk apartment in m3m latitude,sector 65,proptiger,FALSE,3,m3m latitude,m3m,apartment,0.0596
